Time [s]	Main in [V]	LI out [a.u.]
4.1750E-2	8.0498E-1	3.6000E+1
4.1800E-2	8.0906E-1	9.1000E+1
4.1850E-2	8.0926E-1	3.7000E+1
4.1900E-2	8.0892E-1	7.3000E+1
4.1950E-2	8.1164E-1	2.4000E+1
4.2000E-2	8.1256E-1	1.3000E+1
4.2050E-2	8.1436E-1	4.5000E+1
4.2100E-2	8.1431E-1	7.8000E+1
4.2150E-2	8.1820E-1	2.1000E+1
4.2200E-2	8.1791E-1	3.8000E+1
4.2250E-2	8.1825E-1	2.5000E+1
4.2300E-2	8.2009E-1	3.5000E+1
4.2350E-2	8.2252E-1	4.0000E+1
4.2400E-2	8.2281E-1	3.1000E+1
4.2450E-2	8.2330E-1	5.0000E+0
4.2500E-2	8.2524E-1	4.0000E+1
4.2550E-2	8.2694E-1	2.1000E+1
4.2600E-2	8.2767E-1	-1.1000E+1
4.2650E-2	8.2704E-1	-2.0000E+0
4.2700E-2	8.2971E-1	3.5000E+1
4.2750E-2	8.2903E-1	2.2000E+1
4.2800E-2	8.3083E-1	3.3000E+1
4.2850E-2	8.3117E-1	3.7000E+1
4.2900E-2	8.3234E-1	2.9000E+1
4.2950E-2	8.3282E-1	-4.0000E+0
4.3000E-2	8.3355E-1	1.9000E+1
4.3050E-2	8.3496E-1	2.0000E+0
4.3100E-2	8.3588E-1	-1.9000E+1
4.3150E-2	8.3710E-1	-1.8000E+1
4.3200E-2	8.3763E-1	6.0000E+0
4.3250E-2	8.3802E-1	7.0000E+0
4.3300E-2	8.3724E-1	3.4000E+1
4.3350E-2	8.3613E-1	4.7000E+1
4.3400E-2	8.3744E-1	-2.4000E+1
4.3450E-2	8.3831E-1	-3.2000E+1
4.3500E-2	8.3977E-1	3.0000E+0
4.3550E-2	8.4089E-1	2.8000E+1
4.3600E-2	8.4060E-1	-4.5000E+1
4.3650E-2	8.4176E-1	3.0000E+0
4.3700E-2	8.4244E-1	5.0000E+1
4.3750E-2	8.4249E-1	3.1000E+1
4.3800E-2	8.4244E-1	3.2000E+1
4.3850E-2	8.4244E-1	4.0000E+0
4.3900E-2	8.4322E-1	5.6000E+1
4.3950E-2	8.4371E-1	-9.0000E+0
4.4000E-2	8.4526E-1	-3.0000E+0
4.4050E-2	8.4589E-1	2.1000E+1
4.4100E-2	8.4487E-1	5.9000E+1
4.4150E-2	8.4409E-1	-9.0000E+0
4.4200E-2	8.4555E-1	1.4000E+1
4.4250E-2	8.4516E-1	1.7000E+1
4.4300E-2	8.4502E-1	3.0000E+0
4.4350E-2	8.4579E-1	9.0000E+0
4.4400E-2	8.4502E-1	3.6000E+1
4.4450E-2	8.4599E-1	4.7000E+1
4.4500E-2	8.4861E-1	-2.1000E+1
4.4550E-2	8.4754E-1	5.1000E+1
4.4600E-2	8.4769E-1	-2.1000E+1
4.4650E-2	8.4696E-1	3.1000E+1
4.4700E-2	8.4633E-1	4.8000E+1
4.4750E-2	8.4745E-1	-5.0000E+0
4.4800E-2	8.4818E-1	9.0000E+0
4.4850E-2	8.4837E-1	2.0000E+1
4.4900E-2	8.4793E-1	-9.0000E+0
4.4950E-2	8.4929E-1	1.1000E+1
4.5000E-2	8.4963E-1	3.3000E+1
4.5050E-2	8.4876E-1	-1.0000E+1
4.5100E-2	8.4992E-1	5.3000E+1
4.5150E-2	8.4866E-1	0.0000E+0
4.5200E-2	8.4871E-1	-4.3000E+1
4.5250E-2	8.5022E-1	-2.9000E+1
4.5300E-2	8.4774E-1	3.6000E+1
4.5350E-2	8.4711E-1	3.2000E+1
4.5400E-2	8.4954E-1	-6.0000E+0
4.5450E-2	8.4827E-1	-1.0000E+0
4.5500E-2	8.4924E-1	3.7000E+1
4.5550E-2	8.4876E-1	1.3000E+1
4.5600E-2	8.4886E-1	2.0000E+0
4.5650E-2	8.4783E-1	-2.5000E+1
4.5700E-2	8.4973E-1	2.0000E+0
4.5750E-2	8.4920E-1	-2.0000E+0
4.5800E-2	8.4822E-1	3.5000E+1
4.5850E-2	8.4924E-1	-3.9000E+1
4.5900E-2	8.4745E-1	-3.3000E+1
4.5950E-2	8.4973E-1	1.9000E+1
4.6000E-2	8.4822E-1	2.5000E+1
4.6050E-2	8.4827E-1	-2.0000E+0
4.6100E-2	8.4915E-1	2.8000E+1
4.6150E-2	8.5026E-1	2.6000E+1
4.6200E-2	8.4852E-1	-5.2000E+1
4.6250E-2	8.4852E-1	5.0000E+0
4.6300E-2	8.4813E-1	2.3000E+1
4.6350E-2	8.4890E-1	-5.4000E+1
4.6400E-2	8.4749E-1	-6.0000E+0
4.6450E-2	8.4968E-1	-1.7000E+1
4.6500E-2	8.4788E-1	1.4000E+1
4.6550E-2	8.4900E-1	8.0000E+0
4.6600E-2	8.4905E-1	-4.0000E+0
4.6650E-2	8.4997E-1	-1.4000E+1
4.6700E-2	8.5007E-1	-1.4000E+1
4.6750E-2	8.4749E-1	1.4000E+1
4.6800E-2	8.4808E-1	-2.9000E+1
4.6850E-2	8.4720E-1	-1.6000E+1
4.6900E-2	8.4818E-1	-4.0000E+1
4.6950E-2	8.4958E-1	-2.9000E+1
4.7000E-2	8.4720E-1	-3.0000E+0
4.7050E-2	8.4924E-1	-3.4000E+1
4.7100E-2	8.4915E-1	1.4000E+1
4.7150E-2	8.4905E-1	-4.7000E+1
4.7200E-2	8.4832E-1	1.6000E+1
4.7250E-2	8.4783E-1	-4.5000E+1
4.7300E-2	8.4847E-1	3.9000E+1
4.7350E-2	8.4745E-1	-4.0000E+0
4.7400E-2	8.4696E-1	2.8000E+1
4.7450E-2	8.4764E-1	-2.3000E+1
4.7500E-2	8.4929E-1	-5.2000E+1
4.7550E-2	8.4808E-1	-2.0000E+0
4.7600E-2	8.4929E-1	-1.6000E+1
4.7650E-2	8.4905E-1	9.0000E+0
4.7700E-2	8.4779E-1	-4.6000E+1
4.7750E-2	8.4924E-1	3.0000E+0
4.7800E-2	8.4861E-1	-1.5000E+1
4.7850E-2	8.4754E-1	-2.6000E+1
4.7900E-2	8.4847E-1	-1.5000E+1
4.7950E-2	8.5094E-1	-1.0000E+0
4.8000E-2	8.4798E-1	-2.7000E+1
4.8050E-2	8.4822E-1	-5.8000E+1
4.8100E-2	8.4924E-1	2.1000E+1
4.8150E-2	8.4852E-1	-3.9000E+1
4.8200E-2	8.4983E-1	1.6000E+1
4.8250E-2	8.4920E-1	2.0000E+0
4.8300E-2	8.5022E-1	-4.8000E+1
4.8350E-2	8.4958E-1	-1.1000E+1
4.8400E-2	8.4886E-1	-1.0000E+1
4.8450E-2	8.4905E-1	3.2000E+1
4.8500E-2	8.4866E-1	1.2000E+1
4.8550E-2	8.5002E-1	-8.0000E+0
4.8600E-2	8.4963E-1	-1.4000E+1
4.8650E-2	8.4832E-1	1.3000E+1
4.8700E-2	8.4861E-1	-1.2000E+1
4.8750E-2	8.4915E-1	-3.7000E+1
4.8800E-2	8.4866E-1	7.2000E+1
4.8850E-2	8.4701E-1	3.0000E+0
4.8900E-2	8.4818E-1	2.1000E+1
4.8950E-2	8.4866E-1	-1.7000E+1
4.9000E-2	8.4915E-1	-5.0000E+0
4.9050E-2	8.4837E-1	3.0000E+0
4.9100E-2	8.4832E-1	2.7000E+1
4.9150E-2	8.4876E-1	-6.0000E+0
4.9200E-2	8.4861E-1	-1.5000E+1
4.9250E-2	8.4647E-1	-1.8000E+1
4.9300E-2	8.4745E-1	-8.0000E+0
4.9350E-2	8.4852E-1	-1.7000E+1
4.9400E-2	8.4808E-1	0.0000E+0
4.9450E-2	8.4779E-1	-7.8000E+1
4.9500E-2	8.4832E-1	-5.0000E+0
4.9550E-2	8.4856E-1	-6.0000E+1
4.9600E-2	8.4681E-1	-2.6000E+1
4.9650E-2	8.4643E-1	1.6000E+1
4.9700E-2	8.4818E-1	4.0000E+0
4.9750E-2	8.4706E-1	2.8000E+1
4.9800E-2	8.4711E-1	-3.1000E+1
4.9850E-2	8.4643E-1	2.5000E+1
4.9900E-2	8.4589E-1	-4.8000E+1
4.9950E-2	8.4706E-1	5.0000E+1
